stock,endDate,cash
CHKP,2018-12-31,303600000.0
CHKP,2019-12-31,279200000.0
CHMA,2016-12-31,37013000.0
CHMA,2017-12-31,14603000.0
CHMA,2018-12-31,13060000.0
CHMA,2019-12-31,27855000.0
CHMG,2016-12-31,72262000.0
CHMG,2017-12-31,29329000.0
CHMG,2018-12-31,128022000.0
CHMG,2019-12-31,110904000.0
CHMI,2016-12-31,15824000.0
CHMI,2017-12-31,27327000.0
CHMI,2018-12-31,31834000.0
CHMI,2019-12-31,24671000.0
CHN,2016-10-31,2009135.0
CHN,2017-10-31,4022683.0
CHN,2018-10-31,18845553.0
CHN,2019-10-31,103191.0
CHRA,2016-12-31,1001000.0
CHRA,2017-12-31,32264000.0
CHRA,2018-12-31,6900000.0
CHRA,2019-12-31,4913000.0
CHRS,2016-12-31,124947000.0
CHRS,2017-12-31,126911000.0
CHRS,2018-12-31,72356000.0
CHRS,2019-12-31,177668000.0
CHRW,2016-12-31,247666000.0
CHRW,2017-12-31,333890000.0
CHRW,2018-12-31,378615000.0
CHRW,2019-12-31,447858000.0
CHS,2017-01-28,142135000.0
CHS,2018-02-03,160071000.0
CHS,2019-02-02,124128000.0
CHS,2020-02-01,63972000.0
CHSCP,2016-08-31,279313000.0
CHSCP,2017-08-31,181379000.0
CHSCP,2018-08-31,450617000.0
CHSCP,2019-08-31,211179000.0
CHTR,2016-12-31,1535000000.0
CHTR,2017-12-31,621000000.0
CHTR,2018-12-31,551000000.0
CHTR,2019-12-31,3483000000.0
CHUY,2016-12-25,13694000.0
CHUY,2017-12-31,8785000.0
CHUY,2018-12-30,8199000.0
CHUY,2019-12-29,10074000.0
CHX,2016-12-31,26027000.0
CHX,2017-12-31,23712000.0
CHX,2018-12-31,41832000.0
CHX,2019-12-31,35290000.0
CI,2016-12-31,3185000000.0
CI,2017-12-31,2972000000.0
CI,2018-12-31,3855000000.0
CI,2019-12-31,4619000000.0
CIA,2016-12-31,35510000.0
CIA,2017-12-31,46064000.0
CIA,2018-12-31,45492000.0
CIA,2019-12-31,46205000.0
CIDM,2016-03-31,25481000.0
CIDM,2017-03-31,12566000.0
CIDM,2018-03-31,17952000.0
CIDM,2019-03-31,17872000.0
CIEN,2016-10-31,777615000.0
CIEN,2017-10-31,640513000.0
CIEN,2018-10-31,745423000.0
CIEN,2019-10-31,904045000.0
CIGI,2016-12-31,113148000.0
CIGI,2017-12-31,108523000.0
CIGI,2018-12-31,127032000.0
CIGI,2019-12-31,114993000.0
CIM,2016-12-31,177714000.0
CIM,2017-12-31,63569000.0
CIM,2018-12-31,47486000.0
CIM,2019-12-31,109878000.0
CINF,2016-12-31,777000000.0
CINF,2017-12-31,657000000.0
CINF,2018-12-31,784000000.0
CINF,2019-12-31,767000000.0
CINR,2016-12-31,19700000.0
CINR,2017-12-31,30200000.0
CINR,2018-12-31,10200000.0
CINR,2019-12-31,14900000.0
CIO,2016-12-31,13703000.0
CIO,2017-12-31,12301000.0
CIO,2018-12-31,16138000.0
CIO,2019-12-31,70129000.0
CIR,2016-12-31,58279000.0
CIR,2017-12-31,110356000.0
CIR,2018-12-31,68517000.0
CIR,2019-12-31,84531000.0
CIT,2016-12-31,6151700000.0
CIT,2017-12-31,1594000000.0
CIT,2018-12-31,1767600000.0
CIT,2019-12-31,1808200000.0
CIVB,2016-12-31,33808000.0
CIVB,2017-12-31,36407000.0
CIVB,2018-12-31,33888000.0
CIVB,2019-12-31,41408000.0
CIX,2016-12-31,33153000.0
CIX,2017-12-31,29655000.0
CIX,2018-12-31,45414000.0
CIX,2019-12-31,63255000.0
CIZN,2016-12-31,21688557.0
CIZN,2017-12-31,17962990.0
CIZN,2018-12-31,12592000.0
CIZN,2019-12-31,17537000.0
CJJD,2016-03-31,6671873.0
CJJD,2017-03-31,18364424.0
CJJD,2018-03-31,15132640.0
CJJD,2019-03-31,9322463.0
CKH,2016-12-31,256638000.0
CKH,2017-12-31,239246000.0
CKH,2018-12-31,144221000.0
CKH,2019-12-31,77222000.0
CKPT,2016-12-31,35086000.0
CKPT,2017-12-31,19225000.0
CKPT,2018-12-31,21995000.0
CKPT,2019-12-31,26077000.0
CKX,2016-12-31,1081188.0
CKX,2017-12-31,1618583.0
CKX,2018-12-31,1860736.0
CKX,2019-12-31,3280289.0
CL,2016-12-31,1315000000.0
CL,2017-12-31,1535000000.0
CL,2018-12-31,726000000.0
CL,2019-12-31,883000000.0
CLAR,2016-12-31,94738000.0
CLAR,2017-12-31,1856000.0
CLAR,2018-12-31,2486000.0
CLAR,2019-12-31,1703000.0
CLB,2016-12-31,14764000.0
CLB,2017-12-31,14400000.0
CLB,2018-12-31,13116000.0
CLB,2019-12-31,11092000.0
CLBK,2017-09-30,90875000.0
CLBK,2017-12-31,61398000.0
CLBK,2018-12-31,36301000.0
CLBK,2019-12-31,66747000.0
CLBS,2016-12-31,7076651.0
CLBS,2017-12-31,29163000.0
CLBS,2018-12-31,10299000.0
CLBS,2019-12-31,14032000.0
CLCT,2016-06-30,11967000.0
CLCT,2017-06-30,9826000.0
CLCT,2018-06-30,10581000.0
CLCT,2019-06-30,19225000.0
CLDB,2016-12-31,15351000.0
CLDB,2017-12-31,19125000.0
CLDB,2018-12-31,19692000.0
CLDB,2019-12-31,21815000.0
CLDR,2017-01-31,74186000.0
CLDR,2018-01-31,43247000.0
CLDR,2019-01-31,158672000.0
CLDR,2020-01-31,107638000.0
CLDT,2016-12-31,12118000.0
CLDT,2017-12-31,9333000.0
CLDT,2018-12-31,7192000.0
CLDT,2019-12-31,6620000.0
CLDX,2016-12-31,42461000.0
CLDX,2017-12-31,40288000.0
CLDX,2018-12-31,24310000.0
CLDX,2019-12-31,11232000.0
CLF,2016-12-31,323400000.0
CLF,2017-12-31,978300000.0
CLF,2018-12-31,823200000.0
CLF,2019-12-31,352600000.0
CLFD,2016-09-30,28014321.0
CLFD,2017-09-30,18536111.0
CLFD,2018-09-30,8547777.0
CLFD,2019-09-30,10081721.0
CLGN,2016-12-31,3797000.0
CLGN,2017-12-31,5134730.0
CLGN,2018-12-31,5354000.0
CLGN,2019-12-31,3791000.0
CLGX,2016-12-31,72031000.0
CLGX,2017-12-31,118804000.0
CLGX,2018-12-31,85271000.0
CLGX,2019-12-31,105185000.0
CLH,2016-12-31,306997000.0
CLH,2017-12-31,319399000.0
CLH,2018-12-31,226507000.0
CLH,2019-12-31,371991000.0
CLI,2016-12-31,31611000.0
CLI,2017-12-31,28180000.0
CLI,2018-12-31,29633000.0
CLI,2019-12-31,25589000.0
CLIR,2016-12-31,1259000.0
CLIR,2017-12-31,1247000.0
CLIR,2018-12-31,8949000.0
CLIR,2019-12-31,8552000.0
CLLS,2016-12-31,254568000.0
CLLS,2017-12-31,256380000.0
CLLS,2018-12-31,451501000.0
CLLS,2019-12-31,340522000.0
CLM,2016-12-31,877481.0
CLM,2017-12-31,157189.0
CLM,2018-12-31,8398.0
CLM,2019-12-31,120763.0
CLMT,2016-12-31,4200000.0
CLMT,2017-12-31,164300000.0
CLMT,2018-12-31,155700000.0
CLMT,2019-12-31,19100000.0
CLNC,2016-12-31,13982000.0
CLNC,2017-12-31,25204000.0
CLNC,2018-12-31,77317000.0
CLNC,2019-12-31,69619000.0
CLNE,2016-12-31,36119000.0
CLNE,2017-12-31,36081000.0
CLNE,2018-12-31,29844000.0
CLNE,2019-12-31,49207000.0
CLNY,2016-12-31,376005000.0
CLNY,2017-12-31,921822000.0
CLNY,2018-12-31,461912000.0
CLNY,2019-12-31,1205190000.0
CLPR,2016-12-31,37547000.0
CLPR,2017-12-31,7940000.0
CLPR,2018-12-31,37028000.0
CLPR,2019-12-31,42500000.0
CLPT,2016-12-31,3315774.0
CLPT,2017-12-31,9289831.0
CLPT,2018-12-31,3101133.0
CLPT,2019-12-31,5695722.0
CLR,2016-12-31,16643000.0
CLR,2017-12-31,43902000.0
CLR,2018-12-31,282749000.0
CLR,2019-12-31,39400000.0
CLRB,2016-12-31,11444619.0
CLRB,2017-12-31,10006421.0
CLRB,2018-12-31,13255616.0
CLRB,2019-12-31,10614722.0
CLRO,2016-12-31,12100000.0
CLRO,2017-12-31,5571000.0
CLRO,2018-12-31,11211000.0
CLRO,2019-12-31,4064000.0
CLS,2017-01-01,557200000.0
CLS,2017-12-31,515200000.0
CLS,2018-12-31,422000000.0
CLS,2019-12-31,479500000.0
CLSD,2016-12-31,34824000.0
CLSD,2017-12-31,9224000.0
CLSD,2018-12-31,8043000.0
CLSD,2019-12-31,22595000.0
CLSK,2016-09-30,436529.0
CLSK,2017-09-30,57128.0
CLSK,2018-09-30,412777.0
CLSK,2019-09-30,7838857.0
CLSN,2016-12-31,2624162.0
CLSN,2017-12-31,11444055.0
CLSN,2018-12-31,13353543.0
CLSN,2019-12-31,6875273.0
CLUB,2016-12-31,45596000.0
CLUB,2017-12-31,30321000.0
CLUB,2018-12-31,48088000.0
CLUB,2019-12-31,18808000.0
CLVS,2016-12-31,216186000.0
CLVS,2017-12-31,464198000.0
CLVS,2018-12-31,221876000.0
CLVS,2019-12-31,161833000.0
CLW,2016-12-31,23001000.0
CLW,2017-12-31,15738000.0
CLW,2018-12-31,22500000.0
CLW,2019-12-31,20000000.0
CLWT,2016-12-31,3751000.0
CLWT,2017-12-31,3380000.0
CLWT,2018-12-31,5267000.0
CLWT,2019-12-31,5991000.0
CLX,2016-06-30,401000000.0
CLX,2017-06-30,418000000.0
CLX,2018-06-30,131000000.0
CLX,2019-06-30,111000000.0
CLXT,2016-12-31,5026000.0
CLXT,2017-12-31,56664000.0
CLXT,2018-12-31,93794000.0
CLXT,2019-12-31,58610000.0
CMA,2016-12-31,6700000000.0
CMA,2017-12-31,5273000000.0
CMA,2018-12-31,3962000000.0
CMA,2019-12-31,5232000000.0
CMBM,2016-12-31,14627000.0
CMBM,2017-12-31,7377000.0
CMBM,2018-12-31,4441000.0
CMBM,2019-12-31,19346000.0
CMC,2016-08-31,517544000.0
CMC,2017-08-31,252595000.0
CMC,2018-08-31,622473000.0
CMC,2019-08-31,192461000.0
CMCL,2016-12-31,14335000.0
CMCL,2017-12-31,13067000.0
CMCL,2018-12-31,11187000.0
CMCL,2019-12-31,9383000.0
CMCO,2017-03-31,77591000.0
CMCO,2018-03-31,63021000.0
CMCO,2019-03-31,71093000.0
CMCO,2020-03-31,114450000.0
CMCSA,2016-12-31,3301000000.0
CMCSA,2017-12-31,3428000000.0
CMCSA,2018-12-31,3814000000.0
CMCSA,2019-12-31,5500000000.0
CMCT,2016-12-31,144449000.0
CMCT,2017-12-31,129310000.0
CMCT,2018-12-31,54659000.0
CMCT,2019-12-31,23801000.0
CMD,2016-07-31,28367000.0
CMD,2017-07-31,36584000.0
CMD,2018-07-31,94097000.0
CMD,2019-07-31,44535000.0
CME,2016-12-31,1868600000.0
CME,2017-12-31,1903600000.0
CME,2018-12-31,1374500000.0
CME,2019-12-31,1551400000.0
CMG,2016-12-31,87880000.0
CMG,2017-12-31,184569000.0
CMG,2018-12-31,249953000.0
CMG,2019-12-31,480626000.0
CMI,2016-12-31,1120000000.0
CMI,2017-12-31,1369000000.0
CMI,2018-12-31,1303000000.0
CMI,2019-12-31,1129000000.0
CMLS,2016-12-31,131259000.0
CMLS,2017-12-31,102891000.0
CMLS,2018-12-31,27584000.0
CMLS,2019-12-31,15142000.0
CMO,2016-12-31,56732000.0
CMO,2017-12-31,103907000.0
CMO,2018-12-31,60289000.0
CMO,2019-12-31,105397000.0
CMP,2016-12-31,77400000.0
CMP,2017-12-31,36600000.0
CMP,2018-12-31,27000000.0
CMP,2019-12-31,34700000.0
CMPR,2016-06-30,77426000.0
CMPR,2017-06-30,25697000.0
CMPR,2018-06-30,44227000.0
CMPR,2019-06-30,35279000.0
CMRE,2016-12-31,164898000.0
CMRE,2017-12-31,178986000.0
CMRE,2018-12-31,113714000.0
CMRE,2019-12-31,148928000.0
CMRX,2016-12-31,51463000.0
CMRX,2017-12-31,18548000.0
CMRX,2018-12-31,81106000.0
CMRX,2019-12-31,16901000.0
CMS,2016-12-31,235000000.0
CMS,2017-12-31,182000000.0
CMS,2018-12-31,153000000.0
CMS,2019-12-31,140000000.0
CMT,2016-12-31,28285000.0
CMT,2017-12-31,26780000.0
CMT,2018-12-31,1891000.0
CMT,2019-12-31,1856000.0
CMTL,2016-07-31,66805000.0
CMTL,2017-07-31,41844000.0
CMTL,2018-07-31,43484000.0
CMTL,2019-07-31,45576000.0
CNA,2016-12-31,271000000.0
CNA,2017-12-31,355000000.0
CNA,2018-12-31,310000000.0
CNA,2019-12-31,242000000.0
CNAT,2016-12-31,58083409.0
CNAT,2017-12-31,16079000.0
CNAT,2018-12-31,11565000.0
CNAT,2019-12-31,20703000.0
CNBKA,2016-12-31,236151000.0
CNBKA,2017-12-31,356430000.0
CNBKA,2018-12-31,342503000.0
CNBKA,2019-12-31,258693000.0
CNC,2016-12-31,3930000000.0
CNC,2017-12-31,4072000000.0
CNC,2018-12-31,5342000000.0
CNC,2019-12-31,12123000000.0
CNCE,2016-12-31,40555000.0
CNCE,2017-12-31,27665000.0
CNCE,2018-12-31,17770000.0
CNCE,2019-12-31,53043000.0
CNDT,2016-12-31,390000000.0
CNDT,2017-12-31,658000000.0
CNDT,2018-12-31,756000000.0
CNDT,2019-12-31,496000000.0
CNET,2016-12-31,3035000.0
CNET,2017-12-31,2952000.0
CNET,2018-12-31,3742000.0
CNET,2019-12-31,1603000.0
CNFR,2016-12-31,12493000.0
CNFR,2017-12-31,11868000.0
CNFR,2018-12-31,10792000.0
CNFR,2019-12-31,7464000.0
CNHI,2016-12-31,4649000000.0
CNHI,2017-12-31,4901000000.0
CNHI,2018-12-31,4553000000.0
CNHI,2019-12-31,4407000000.0
CNK,2016-12-31,561235000.0
CNK,2017-12-31,522547000.0
CNK,2018-12-31,426222000.0
CNK,2019-12-31,488313000.0
CNMD,2016-12-31,27428000.0
CNMD,2017-12-31,32622000.0
CNMD,2018-12-31,17511000.0
CNMD,2019-12-31,25856000.0
CNNE,2016-12-31,141700000.0
CNNE,2017-12-31,245600000.0
CNNE,2018-12-31,315700000.0
CNNE,2019-12-31,533700000.0
CNO,2016-12-31,478900000.0
CNO,2017-12-31,578400000.0
CNO,2018-12-31,594200000.0
CNO,2019-12-31,580000000.0
CNOB,2016-12-31,200399000.0
CNOB,2017-12-31,149582000.0
CNOB,2018-12-31,172366000.0
CNOB,2019-12-31,201483000.0
CNP,2016-12-31,341000000.0
CNP,2017-12-31,260000000.0
CNP,2018-12-31,4231000000.0
CNP,2019-12-31,241000000.0
CNR,2017-10-29,65658000.0
CNR,2018-10-28,54272000.0
CNR,2018-12-31,143847000.0
CNR,2019-12-31,98386000.0
CNS,2016-12-31,183234000.0
CNS,2017-12-31,193452000.0
CNS,2018-12-31,92733000.0
CNS,2019-12-31,101352000.0
CNSL,2016-12-31,27077000.0
CNSL,2017-12-31,15657000.0
CNSL,2018-12-31,9599000.0
CNSL,2019-12-31,12395000.0
CNSP,2017-12-31,110543.0
CNSP,2018-12-31,282736.0
CNSP,2019-12-31,7241288.0
CNST,2016-12-31,36920000.0
CNST,2017-12-31,16404000.0
CNST,2018-12-31,114592000.0
CNST,2019-12-31,334332000.0
CNTY,2016-12-31,38837000.0
CNTY,2017-12-31,74677000.0
CNTY,2018-12-31,45575000.0
CNTY,2019-12-31,54754000.0
CNX,2016-12-31,46299000.0
CNX,2017-12-31,509167000.0
CNX,2018-12-31,17198000.0
CNX,2019-12-31,16283000.0
CNXM,2016-12-31,6421000.0
CNXM,2017-12-31,3194000.0
CNXM,2018-12-31,3966000.0
CNXM,2019-12-31,31000.0
CNXN,2016-12-31,49180000.0
CNXN,2017-12-31,49990000.0
CNXN,2018-12-31,91703000.0
CNXN,2019-12-31,90060000.0
COCP,2016-12-31,3605000.0
COCP,2017-12-31,748000.0
COCP,2018-12-31,2723000.0
COCP,2019-12-31,7418000.0
CODA,2016-10-31,5601767.0
CODA,2017-10-31,6851539.0
CODA,2018-10-31,7512422.0
CODA,2019-10-31,11721683.0
CODI,2016-12-31,39772000.0
CODI,2017-12-31,35726000.0
CODI,2018-12-31,48771000.0
CODI,2019-12-31,100314000.0
CODX,2016-12-31,998737.0
CODX,2017-12-31,3534454.0
CODX,2018-12-31,950237.0
CODX,2019-12-31,893138.0
COF,2016-12-31,9976000000.0
COF,2017-12-31,14040000000.0
COF,2018-12-31,13186000000.0
COF,2019-12-31,13407000000.0
COG,2016-12-31,498542000.0
COG,2017-12-31,480047000.0
COG,2018-12-31,2287000.0
COG,2019-12-31,200227000.0
COHN,2016-12-31,15216000.0
COHN,2017-12-31,22933000.0
COHN,2018-12-31,14106000.0
COHN,2019-12-31,8304000.0
COHR,2016-10-01,354347000.0
COHR,2017-09-30,443066000.0
COHR,2018-09-29,310495000.0
COHR,2019-09-28,305833000.0
COHU,2016-12-31,96045000.0
COHU,2017-12-30,134286000.0
COHU,2018-12-29,164460000.0
COHU,2019-12-28,155194000.0
COKE,2017-01-01,21850000.0
COKE,2017-12-31,16902000.0
COKE,2018-12-30,13548000.0
COKE,2019-12-29,9614000.0
COLB,2016-12-31,161438000.0
COLB,2017-12-31,266033000.0
COLB,2018-12-31,167387000.0
COLB,2019-12-31,162773000.0
COLD,2016-12-31,22834000.0
COLD,2017-12-31,48873000.0
COLD,2018-12-31,208078000.0
COLD,2019-12-31,234303000.0
COLL,2016-12-31,153225000.0
COLL,2017-12-31,118697000.0
COLL,2018-12-31,146633000.0
COLL,2019-12-31,170019000.0
COLM,2016-12-31,551389000.0
COLM,2017-12-31,673166000.0
COLM,2018-12-31,437825000.0
COLM,2019-12-31,686009000.0
COMM,2016-12-31,428228000.0
COMM,2017-12-31,453977000.0
COMM,2018-12-31,458200000.0
COMM,2019-12-31,598200000.0
CONE,2016-12-31,14600000.0
CONE,2017-12-31,151900000.0
CONE,2018-12-31,64400000.0
CONE,2019-12-31,76400000.0
CONN,2017-01-31,23566000.0
CONN,2018-01-31,9286000.0
CONN,2019-01-31,5912000.0
CONN,2020-01-31,5485000.0
COO,2016-10-31,100800000.0
COO,2017-10-31,88800000.0
COO,2018-10-31,77700000.0
COO,2019-10-31,89000000.0
COOP,2016-12-31,2491000.0
COOP,2017-12-31,215000000.0
COOP,2018-12-31,242000000.0
COOP,2019-12-31,329000000.0
COP,2016-12-31,3610000000.0
COP,2017-12-31,6325000000.0
COP,2018-12-31,5915000000.0
COP,2019-12-31,5088000000.0
COR,2016-12-31,4429000.0
COR,2017-12-31,5247000.0
COR,2018-12-31,2599000.0
COR,2019-12-31,3048000.0
CORE,2016-12-31,26400000.0
CORE,2017-12-31,41600000.0
CORE,2018-12-31,27300000.0
CORE,2019-12-31,14100000.0
CORR,2016-12-31,7895084.0
CORR,2017-12-31,15787069.0
CORR,2018-12-31,69287177.0
CORR,2019-12-31,120863643.0
CORT,2016-12-31,51536000.0
CORT,2017-12-31,31062000.0
CORT,2018-12-31,41625000.0
CORT,2019-12-31,31269000.0
CORV,2016-12-31,26758000.0
CORV,2017-12-31,22081000.0
CORV,2018-12-31,15596000.0
CORV,2019-12-31,13299000.0
COST,2016-08-28,3379000000.0
COST,2017-09-03,4546000000.0
COST,2018-09-02,6055000000.0
COST,2019-09-01,8384000000.0
COTY,2016-06-30,372400000.0
COTY,2017-06-30,535400000.0
COTY,2018-06-30,331600000.0
COTY,2019-06-30,340400000.0
COUP,2017-01-31,201721000.0
COUP,2018-01-31,412903000.0
COUP,2019-01-31,141250000.0
COUP,2020-01-31,268045000.0
COWN,2016-12-31,128751000.0
COWN,2017-12-31,152040000.0
COWN,2018-12-31,297266000.0
COWN,2019-12-31,331997000.0
CPA,2016-12-31,331687000.0
CPA,2017-12-31,238792000.0
CPA,2018-12-31,156158000.0
CPA,2019-12-31,158732000.0
CPAH,2016-04-30,2159738.0
CPAH,2017-04-30,2071019.0
CPAH,2018-04-30,2348883.0
CPAH,2019-04-30,1862458.0
CPB,2016-07-31,296000000.0
CPB,2017-07-30,319000000.0
CPB,2018-07-29,49000000.0
CPB,2019-07-28,31000000.0
CPE,2016-12-31,652993000.0
CPE,2017-12-31,27995000.0
CPE,2018-12-31,16051000.0
CPE,2019-12-31,13341000.0
CPF,2016-12-31,21241000.0
CPF,2017-12-31,18893000.0
CPF,2018-12-31,39286000.0
CPF,2019-12-31,44272000.0
CPHC,2016-12-31,6298807.0
CPHC,2017-12-31,8888162.0
CPHC,2018-12-31,4895359.0
CPHC,2019-12-31,355399.0
CPHI,2016-12-31,2665802.0
CPHI,2017-12-31,2030214.0
CPHI,2018-12-31,1186587.0
CPHI,2019-12-31,1074979.0
CPIX,2016-12-31,34510330.0
CPIX,2017-12-31,45412868.0
CPIX,2018-12-31,27938960.0
CPIX,2019-12-31,28212635.0
CPK,2016-12-31,4178000.0
CPK,2017-12-31,5614000.0
CPK,2018-12-31,6089000.0
CPK,2019-12-31,6985000.0
CPLG,2016-12-31,160596000.0
CPLG,2017-12-31,141000000.0
CPLG,2018-12-31,68000000.0
CPLG,2019-12-31,101000000.0
CPLP,2016-12-31,106678000.0
CPLP,2017-12-31,63297000.0
CPLP,2018-12-31,21203000.0
CPLP,2019-12-31,57964000.0
CPRI,2016-04-02,702000000.0
CPRI,2017-04-01,227700000.0
CPRI,2018-03-31,163000000.0
CPRI,2019-03-30,172000000.0
CPRT,2016-07-31,155849000.0
CPRT,2017-07-31,210100000.0
CPRT,2018-07-31,274520000.0
CPRT,2019-07-31,186319000.0
CPRX,2016-12-31,13893064.0
CPRX,2017-12-31,57496702.0
CPRX,2018-12-31,16559400.0
CPRX,2019-12-31,89511710.0
CPS,2016-12-31,480092000.0
CPS,2017-12-31,515952000.0
CPS,2018-12-31,264980000.0
CPS,2019-12-31,359536000.0
CPSH,2016-12-31,3407760.0
CPSH,2017-12-30,1339572.0
CPSH,2018-12-29,628804.0
CPSH,2019-12-28,133965.0
CPSI,2016-12-31,2220000.0
CPSI,2017-12-31,520000.0
CPSI,2018-12-31,5732000.0
CPSI,2019-12-31,7357000.0
CPSS,2016-12-31,13936000.0
CPSS,2017-12-31,12731000.0
CPSS,2018-12-31,12787000.0
CPSS,2019-12-31,5295000.0
CPST,2016-03-31,11704000.0
CPST,2017-03-31,14191000.0
CPST,2018-03-31,14408000.0
CPST,2019-03-31,29727000.0
CPT,2016-12-31,237364000.0
CPT,2017-12-31,368492000.0
CPT,2018-12-31,34378000.0
CPT,2019-12-31,23184000.0
CPTA,2016-12-31,36281000.0
CPTA,2017-12-31,31221000.0
CPTA,2018-12-31,39295000.0
CPTA,2019-12-31,62321000.0
CR,2016-12-31,509700000.0
CR,2017-12-31,706200000.0
CR,2018-12-31,343400000.0
CR,2019-12-31,393900000.0
CRAI,2016-12-31,53530000.0
CRAI,2017-12-30,54035000.0
CRAI,2018-12-29,38028000.0
CRAI,2019-12-28,25639000.0
CRBP,2016-12-31,14992257.0
CRBP,2017-12-31,62537495.0
CRBP,2018-12-31,41748468.0
CRBP,2019-12-31,31748686.0
CRC,2016-12-31,12000000.0
CRC,2017-12-31,20000000.0
CRC,2018-12-31,17000000.0
CRC,2019-12-31,17000000.0
CRD-A,2016-12-31,81569000.0
CRD-A,2017-12-31,54011000.0
CRD-A,2018-12-31,53119000.0
CRD-A,2019-12-31,51802000.0
CRDF,2016-12-31,13915094.0
CRDF,2017-12-31,8225764.0
CRDF,2018-12-31,11453133.0
CRDF,2019-12-31,10195292.0
CREE,2016-06-26,166154000.0
CREE,2017-06-25,132597000.0
CREE,2018-06-24,118900000.0
CREE,2019-06-30,500500000.0
CREG,2016-12-31,47752353.0
CREG,2017-12-31,49830243.0
CREG,2018-12-31,53223142.0
CREG,2019-12-31,16221297.0
CREX,2016-12-31,1352000.0
CREX,2017-12-31,1003000.0
CREX,2018-12-31,2718000.0
CREX,2019-12-31,2534000.0
CRF,2016-12-31,266045.0
CRF,2017-12-31,71898.0
CRF,2018-12-31,4240.0
CRF,2019-12-31,132259.0
CRHM,2016-12-31,9507004.0
CRHM,2017-12-31,12486884.0
CRHM,2018-12-31,9946945.0
CRHM,2019-12-31,6568716.0
CRI,2016-12-31,299358000.0
CRI,2017-12-30,178494000.0
CRI,2018-12-29,170077000.0
CRI,2019-12-28,214311000.0
CRIS,2016-12-31,26038000.0
CRIS,2017-12-31,38288000.0
CRIS,2018-12-31,23636000.0
CRIS,2019-12-31,15430000.0
CRL,2016-12-31,117626000.0
CRL,2017-12-30,163794000.0
CRL,2018-12-29,195442000.0
CRL,2019-12-28,238014000.0
CRM,2017-01-31,1606549000.0
CRM,2018-01-31,2543000000.0
CRM,2019-01-31,2669000000.0
CRM,2020-01-31,4145000000.0
CRMD,2016-12-31,8064490.0
CRMD,2017-12-31,10379729.0
CRMD,2018-12-31,17623770.0
CRMD,2019-12-31,16350237.0
CRMT,2017-04-30,434000.0
CRMT,2018-04-30,1022000.0
CRMT,2019-04-30,1752000.0
CRMT,2020-04-30,59560000.0
CRNT,2016-12-31,36338000.0
CRNT,2017-12-31,25877000.0
CRNT,2018-12-31,35581000.0
CRNT,2019-12-31,23939000.0
CRNX,2016-12-31,12152000.0
CRNX,2017-12-31,14192000.0
CRNX,2018-12-31,44973000.0
CRNX,2019-12-31,40326000.0
CROX,2016-12-31,147565000.0
CROX,2017-12-31,172128000.0
CROX,2018-12-31,123367000.0
CROX,2019-12-31,108253000.0
CRS,2016-06-30,82000000.0
CRS,2017-06-30,66300000.0
CRS,2018-06-30,56200000.0
CRS,2019-06-30,27000000.0
CRSP,2016-12-31,315520000.0
CRSP,2017-12-31,239758000.0
CRSP,2018-12-31,456649000.0
CRSP,2019-12-31,943771000.0
CRT,2016-12-31,1544252.0
CRT,2017-12-31,1469830.0
CRT,2018-12-31,1600694.0
CRT,2019-12-31,1501398.0
CRTO,2016-12-31,270317000.0
CRTO,2017-12-31,414111000.0
CRTO,2018-12-31,364426000.0
CRTO,2019-12-31,418763000.0
CRTX,2017-12-31,7343000.0
CRTX,2018-12-31,24872000.0
CRTX,2019-12-31,51214000.0
CRUS,2017-03-25,351166000.0
CRUS,2018-03-31,235604000.0
CRUS,2019-03-30,216172000.0
CRUS,2020-03-28,292119000.0
CRVL,2017-03-31,28611000.0
CRVL,2018-03-31,55771000.0
CRVL,2019-03-31,91713000.0
CRVL,2020-03-31,83223000.0
CRVS,2016-12-31,5050000.0
CRVS,2017-12-31,45106000.0
CRVS,2018-12-31,39196000.0
CRVS,2019-12-31,5154000.0
CRWD,2017-01-31,22826000.0
CRWD,2018-01-31,63179000.0
CRWD,2019-01-31,88408000.0
CRWD,2020-01-31,264798000.0
CRWS,2017-04-02,7892000.0
CRWS,2018-04-01,215000.0
CRWS,2019-03-31,143000.0
CRWS,2020-03-29,282000.0
CRY,2016-12-31,56642000.0
CRY,2017-12-31,39977000.0
CRY,2018-12-31,41489000.0
CRY,2019-12-31,33766000.0
CSBR,2016-04-30,2585000.0
CSBR,2017-04-30,3295000.0
CSBR,2018-04-30,856000.0
CSBR,2019-04-30,3237000.0
CSCO,2016-07-30,7631000000.0
CSCO,2017-07-29,11708000000.0
CSCO,2018-07-28,8934000000.0
CSCO,2019-07-27,11750000000.0
CSFL,2016-12-31,175654000.0
CSFL,2017-12-31,263628000.0
CSFL,2018-12-31,338988000.0
CSFL,2019-12-31,349145000.0
CSGP,2016-12-31,567223000.0
CSGP,2017-12-31,1211463000.0
CSGP,2018-12-31,1100416000.0
CSGP,2019-12-31,1070731000.0
CSGS,2016-12-31,126351000.0
CSGS,2017-12-31,122243000.0
CSGS,2018-12-31,139277000.0
CSGS,2019-12-31,156548000.0
CSII,2016-06-30,60638000.0
CSII,2017-06-30,107912000.0
CSII,2018-06-30,116260000.0
CSII,2019-06-30,74237000.0
CSIQ,2016-12-31,511039000.0
